return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET003127,ORD0034744,C00805,P0026,2024-06-30,14,10,Product defective,Carrier Pickup,10620.0,Resaleable — return to stock
RET003128,ORD0034756,C00488,P0038,2024-06-30,14,12,Changed mind,Online Portal,3626.4,Resaleable — return to stock
RET003129,ORD0034757,C00851,P0039,2024-07-07,21,5,Wrong size / fit,Online Portal,74.2,Dispose / write-off
RET003130,ORD0034763,C01733,P0045,2024-07-31,45,62,Wrong size / fit,In-Store,21427.2,Resaleable — return to stock
RET003131,ORD0034780,C01714,P0062,2024-06-23,7,16,Product defective,Online Portal,992.48,Resaleable — return to stock
RET003132,ORD0034783,C00389,P0065,2024-07-07,21,21,Product defective,Carrier Pickup,4451.58,Refurbish / re-grade
RET003133,ORD0034785,C00827,P0067,2024-06-30,14,17,Wrong size / fit,Online Portal,2760.78,Resaleable — return to stock
RET003134,ORD0034789,C00407,P0071,2024-06-30,14,60,Product defective,Carrier Pickup,12640.8,Refurbish / re-grade
RET003135,ORD0034804,C00136,P0086,2024-07-07,21,1,Wrong size / fit,Online Portal,182.97,Resaleable — return to stock
RET003136,ORD0034820,C01745,P0102,2024-06-23,7,20,Not as described,Online Portal,428.6,Resaleable — return to stock
RET003137,ORD0034837,C01698,P0119,2024-07-07,21,12,Changed mind,In-Store,3779.04,Return to vendor
RET003138,ORD0034840,C00389,P0122,2024-08-15,60,10,Product defective,Online Portal,5266.4,Return to vendor
RET003139,ORD0034849,C00813,P0132,2024-06-23,7,5,Changed mind,Online Portal,1755.15,Return to vendor
RET003140,ORD0034852,C00234,P0135,2024-06-30,14,10,Wrong size / fit,Carrier Pickup,4490.5,Resaleable — return to stock
RET003141,ORD0034880,C01846,P0029,2024-07-01,14,16,Not as described,Online Portal,2332.32,Dispose / write-off
RET003142,ORD0034881,C00239,P0030,2024-07-01,14,22,Wrong size / fit,Carrier Pickup,3129.94,Dispose / write-off
RET003143,ORD0034883,C00912,P0032,2024-06-24,7,26,Duplicate order,Online Portal,1487.98,Dispose / write-off
RET003144,ORD0034884,C01136,P0033,2024-08-01,45,22,Product defective,Online Portal,6427.3,Resaleable — return to stock
RET003145,ORD0034885,C01161,P0034,2024-07-08,21,63,Product defective,Online Portal,21189.42,Resaleable — return to stock
RET003146,ORD0034908,C00509,P0057,2024-07-01,14,5,Duplicate order,Online Portal,495.75,Dispose / write-off
RET003147,ORD0034921,C01801,P0070,2024-07-17,30,32,Better price found,Online Portal,3902.72,Return to vendor
RET003148,ORD0034928,C00094,P0077,2024-07-01,14,4,Wrong size / fit,Online Portal,605.64,Resaleable — return to stock
RET003149,ORD0034929,C00032,P0078,2024-07-08,21,53,Gift return,In-Store,2708.6,Refurbish / re-grade
RET003150,ORD0034939,C01640,P0089,2024-07-01,14,15,Damaged in transit,Online Portal,2161.8,Refurbish / re-grade
RET003151,ORD0034959,C00750,P0109,2024-07-01,14,17,Not as described,Carrier Pickup,1170.79,Resaleable — return to stock
RET003152,ORD0034964,C01365,P0114,2024-07-17,30,37,Gift return,Online Portal,2102.34,Resaleable — return to stock
RET003153,ORD0034969,C00945,P0119,2024-07-17,30,10,Product defective,Online Portal,3149.2,Return to vendor
RET003154,ORD0034977,C00796,P0128,2024-07-08,21,3,Gift return,In-Store,1930.35,Dispose / write-off
RET003155,ORD0034980,C00604,P0131,2024-07-17,30,14,Not as described,In-Store,7716.94,Resaleable — return to stock
RET003156,ORD0034993,C00417,P0009,2024-07-18,30,2,Product defective,In-Store,2279.54,Resaleable — return to stock
RET003157,ORD0035001,C01031,P0017,2024-07-02,14,7,Duplicate order,In-Store,3046.05,Resaleable — return to stock
RET003158,ORD0035005,C00001,P0021,2024-07-02,14,6,Changed mind,In-Store,7574.46,Resaleable — return to stock
RET003159,ORD0035014,C00652,P0030,2024-07-18,30,14,Wrong size / fit,In-Store,1991.78,Resaleable — return to stock
RET003160,ORD0035023,C00920,P0039,2024-06-25,7,7,Wrong size / fit,Online Portal,103.88,Dispose / write-off
RET003161,ORD0035034,C00190,P0050,2024-07-18,30,17,Duplicate order,In-Store,1031.73,Refurbish / re-grade
RET003162,ORD0035042,C00294,P0058,2024-07-09,21,23,Gift return,Online Portal,708.4,Resaleable — return to stock
RET003163,ORD0035057,C00345,P0073,2024-07-02,14,6,Duplicate order,Online Portal,855.66,Dispose / write-off
RET003164,ORD0035060,C01662,P0076,2024-06-25,7,29,Not as described,In-Store,2034.06,Resaleable — return to stock
RET003165,ORD0035098,C00143,P0114,2024-07-09,21,25,Damaged in transit,Online Portal,1420.5,Refurbish / re-grade
RET003166,ORD0035139,C00493,P0020,2024-07-10,21,6,Product defective,Online Portal,827.82,Dispose / write-off
RET003167,ORD0035160,C00990,P0041,2024-07-10,21,26,Wrong size / fit,Online Portal,793.35,Resaleable — return to stock
RET003168,ORD0035171,C00169,P0053,2024-07-03,14,29,Damaged in transit,In-Store,9802.58,Resaleable — return to stock
RET003169,ORD0035202,C01542,P0085,2024-07-19,30,38,Gift return,Online Portal,8166.58,Refurbish / re-grade
RET003170,ORD0035215,C00768,P0098,2024-07-03,14,29,Product defective,Carrier Pickup,2857.95,Resaleable — return to stock
RET003171,ORD0035219,C00017,P0102,2024-06-26,7,17,Wrong size / fit,In-Store,364.31,Resaleable — return to stock
RET003172,ORD0035235,C01637,P0118,2024-07-03,14,2,Not as described,In-Store,558.56,Refurbish / re-grade
RET003173,ORD0035280,C01080,P0030,2024-06-27,7,11,Product defective,Online Portal,1564.97,Resaleable — return to stock
RET003174,ORD0035297,C00606,P0047,2024-07-04,14,24,Wrong size / fit,In-Store,8731.2,Refurbish / re-grade
RET003175,ORD0035315,C00096,P0065,2024-08-04,45,22,Product defective,Online Portal,4663.56,Resaleable — return to stock
RET003176,ORD0035316,C01764,P0066,2024-08-04,45,18,Not as described,In-Store,4544.64,Resaleable — return to stock
RET003177,ORD0035325,C00425,P0075,2024-07-11,21,52,Not as described,Online Portal,7817.68,Refurbish / re-grade
RET003178,ORD0035335,C01836,P0085,2024-07-04,14,24,Damaged in transit,In-Store,5157.84,Refurbish / re-grade
RET003179,ORD0035371,C01718,P0122,2024-06-27,7,27,Changed mind,Online Portal,14219.28,Refurbish / re-grade
RET003180,ORD0035405,C00404,P0022,2024-07-12,21,6,Damaged in transit,In-Store,7764.6,Resaleable — return to stock
RET003181,ORD0035409,C00064,P0026,2024-07-05,14,17,Damaged in transit,Online Portal,18054.0,Dispose / write-off
RET003182,ORD0035435,C00638,P0052,2024-07-05,14,36,Not as described,Online Portal,7066.44,Refurbish / re-grade
RET003183,ORD0035436,C01733,P0053,2024-07-21,30,62,Gift return,Carrier Pickup,17080.15,Refurbish / re-grade
RET003184,ORD0035437,C01129,P0054,2024-08-20,60,3,Not as described,Online Portal,973.89,Dispose / write-off
RET003185,ORD0035438,C00356,P0055,2024-07-05,14,4,Changed mind,In-Store,658.18,Resaleable — return to stock
RET003186,ORD0035446,C00877,P0063,2024-07-12,21,26,Wrong size / fit,Online Portal,1047.28,Resaleable — return to stock
RET003187,ORD0035457,C00457,P0074,2024-07-05,14,59,Damaged in transit,Online Portal,10529.14,Refurbish / re-grade
RET003188,ORD0035460,C01546,P0077,2024-07-05,14,3,Wrong size / fit,Online Portal,454.23,Dispose / write-off
RET003189,ORD0035463,C01729,P0080,2024-07-12,21,6,Wrong size / fit,Online Portal,1179.54,Dispose / write-off
RET003190,ORD0035467,C01064,P0084,2024-07-12,21,6,Wrong size / fit,In-Store,1218.36,Dispose / write-off
RET003191,ORD0035496,C01099,P0113,2024-07-05,14,36,Product defective,In-Store,1254.96,Return to vendor
RET003192,ORD0035503,C00285,P0120,2024-07-12,21,26,Not as described,Online Portal,3384.94,Resaleable — return to stock
RET003193,ORD0035505,C00717,P0122,2024-07-21,30,29,Wrong size / fit,Online Portal,15272.56,Refurbish / re-grade
RET003194,ORD0035529,C01548,P0011,2024-07-06,14,38,Damaged in transit,In-Store,28852.64,Resaleable — return to stock
RET003195,ORD0035530,C00194,P0012,2024-07-22,30,1,Changed mind,Online Portal,1275.93,Resaleable — return to stock
RET003196,ORD0035544,C01443,P0026,2024-07-13,21,8,Not as described,Online Portal,8496.0,Return to vendor
RET003197,ORD0035566,C00019,P0048,2024-06-29,7,11,Duplicate order,In-Store,1912.9,Refurbish / re-grade
RET003198,ORD0035570,C00898,P0052,2024-06-29,7,21,Wrong size / fit,In-Store,4122.09,Resaleable — return to stock
RET003199,ORD0035589,C01283,P0071,2024-07-06,14,32,Product defective,Online Portal,6741.76,Resaleable — return to stock
RET003200,ORD0035597,C00226,P0079,2024-08-06,45,19,Not as described,In-Store,878.56,Resaleable — return to stock
RET003201,ORD0035603,C00653,P0085,2024-07-06,14,21,Not as described,Online Portal,4513.11,Resaleable — return to stock
RET003202,ORD0035606,C01702,P0088,2024-07-22,30,32,Wrong size / fit,In-Store,5793.92,Resaleable — return to stock
RET003203,ORD0035608,C00047,P0090,2024-06-29,7,37,Product defective,Online Portal,3964.55,Dispose / write-off
RET003204,ORD0035630,C00618,P0112,2024-07-06,14,24,Damaged in transit,Online Portal,1897.2,Resaleable — return to stock
RET003205,ORD0035632,C00828,P0114,2024-07-06,14,52,Wrong size / fit,Online Portal,2954.64,Refurbish / re-grade
RET003206,ORD0035640,C01611,P0122,2024-07-06,14,24,Product defective,Online Portal,12639.36,Resaleable — return to stock
RET003207,ORD0035642,C00413,P0124,2024-07-22,30,11,Not as described,In-Store,4991.8,Resaleable — return to stock
RET003208,ORD0035648,C00997,P0130,2024-07-22,30,16,Wrong size / fit,In-Store,11042.72,Resaleable — return to stock
RET003209,ORD0035681,C01948,P0028,2024-07-23,30,26,Changed mind,Online Portal,22311.9,Refurbish / re-grade
RET003210,ORD0035711,C01164,P0058,2024-07-14,21,12,Not as described,In-Store,369.6,Resaleable — return to stock
RET003211,ORD0035716,C01819,P0063,2024-07-23,30,15,Changed mind,Online Portal,604.2,Resaleable — return to stock
RET003212,ORD0035720,C00630,P0067,2024-07-23,30,9,Better price found,In-Store,1709.46,Return to vendor
RET003213,ORD0035723,C00675,P0070,2024-06-30,7,8,Gift return,Carrier Pickup,769.81,Refurbish / re-grade
RET003214,ORD0035724,C01969,P0071,2024-07-23,30,37,Not as described,In-Store,7795.16,Dispose / write-off
RET003215,ORD0035726,C00723,P0073,2024-06-30,7,18,Duplicate order,Online Portal,2566.98,Resaleable — return to stock
RET003216,ORD0035731,C00964,P0078,2024-06-30,7,4,Damaged in transit,In-Store,204.42,Resaleable — return to stock
RET003217,ORD0035732,C00621,P0079,2024-07-14,21,17,Changed mind,Online Portal,786.08,Resaleable — return to stock
RET003218,ORD0035743,C01167,P0090,2024-07-07,14,45,Wrong size / fit,In-Store,4821.75,Refurbish / re-grade
RET003219,ORD0035777,C00409,P0124,2024-06-30,7,7,Duplicate order,Carrier Pickup,2391.98,Resaleable — return to stock
RET003220,ORD0035802,C00949,P0014,2024-07-08,14,2,Product defective,Carrier Pickup,760.88,Resaleable — return to stock
RET003221,ORD0035808,C00038,P0020,2024-07-01,7,8,Not as described,In-Store,1103.76,Resaleable — return to stock
RET003222,ORD0035810,C01097,P0022,2024-07-24,30,8,Gift return,Carrier Pickup,10352.8,Refurbish / re-grade
RET003223,ORD0035819,C00262,P0031,2024-07-01,7,29,Changed mind,Online Portal,6776.02,Return to vendor
RET003224,ORD0035820,C01145,P0032,2024-07-24,30,19,Wrong size / fit,Online Portal,1087.37,Resaleable — return to stock
RET003225,ORD0035822,C01530,P0034,2024-07-15,21,11,Not as described,In-Store,3699.74,Resaleable — return to stock
RET003226,ORD0035825,C01784,P0037,2024-07-01,7,22,Changed mind,Online Portal,7907.24,Resaleable — return to stock
RET003227,ORD0035838,C01325,P0050,2024-07-08,14,37,Wrong size / fit,Online Portal,2245.53,Resaleable — return to stock
RET003228,ORD0035840,C00997,P0052,2024-07-15,21,13,Changed mind,Online Portal,2551.77,Resaleable — return to stock
RET003229,ORD0035847,C01049,P0059,2024-07-01,7,60,Wrong size / fit,Online Portal,14380.2,Resaleable — return to stock
RET003230,ORD0035850,C01739,P0062,2024-07-01,7,17,Duplicate order,In-Store,1054.51,Resaleable — return to stock
RET003231,ORD0035853,C00846,P0065,2024-07-08,14,16,Duplicate order,Online Portal,3391.68,Dispose / write-off
RET003232,ORD0035856,C01299,P0068,2024-07-15,21,21,Wrong size / fit,In-Store,4239.69,Return to vendor
RET003233,ORD0035860,C01239,P0072,2024-07-24,30,25,Duplicate order,Online Portal,6140.5,Resaleable — return to stock
RET003234,ORD0035871,C00219,P0083,2024-07-15,21,13,Product defective,Online Portal,1281.02,Refurbish / re-grade
RET003235,ORD0035906,C01781,P0118,2024-08-23,60,2,Better price found,Online Portal,558.56,Refurbish / re-grade
RET003236,ORD0035921,C00215,P0133,2024-07-08,14,5,Duplicate order,Online Portal,780.75,Resaleable — return to stock
RET003237,ORD0035937,C00844,P0015,2024-07-02,7,7,Product defective,Online Portal,8821.47,Dispose / write-off
RET003238,ORD0035940,C01809,P0018,2024-07-02,7,6,Changed mind,Online Portal,1874.16,Refurbish / re-grade
RET003239,ORD0035962,C00028,P0040,2024-07-16,21,14,Wrong size / fit,In-Store,1221.78,Resaleable — return to stock
RET003240,ORD0035964,C01011,P0042,2024-07-25,30,15,Wrong size / fit,Online Portal,1973.7,Return to vendor
RET003241,ORD0035972,C01595,P0050,2024-07-16,21,23,Damaged in transit,Online Portal,1395.87,Refurbish / re-grade
RET003242,ORD0035981,C01124,P0059,2024-08-09,45,43,Damaged in transit,In-Store,10305.81,Refurbish / re-grade
RET003243,ORD0036002,C01718,P0080,2024-07-02,7,5,Wrong size / fit,Online Portal,982.95,Resaleable — return to stock
RET003244,ORD0036019,C00410,P0097,2024-08-24,60,10,Changed mind,In-Store,325.38,Resaleable — return to stock
RET003245,ORD0036038,C01187,P0116,2024-07-02,7,10,Better price found,Carrier Pickup,5949.5,Resaleable — return to stock
RET003246,ORD0036051,C00784,P0130,2024-07-09,14,14,Better price found,In-Store,9662.38,Refurbish / re-grade
RET003247,ORD0036063,C00024,P0007,2024-07-17,21,14,Not as described,Carrier Pickup,16877.84,Refurbish / re-grade
RET003248,ORD0036084,C01611,P0030,2024-07-10,14,14,Damaged in transit,Online Portal,1991.78,Refurbish / re-grade
RET003249,ORD0036104,C00264,P0050,2024-07-26,30,21,Duplicate order,Online Portal,1274.49,Resaleable — return to stock
RET003250,ORD0036106,C00645,P0052,2024-07-17,21,24,Damaged in transit,Online Portal,4710.96,Resaleable — return to stock
RET003251,ORD0036108,C00822,P0054,2024-07-26,30,1,Product defective,Online Portal,324.63,Resaleable — return to stock
RET003252,ORD0036114,C00500,P0060,2024-07-03,7,5,Not as described,In-Store,1243.65,Resaleable — return to stock
RET003253,ORD0036124,C00171,P0070,2024-07-10,14,53,Not as described,Online Portal,5100.0,Resaleable — return to stock
RET003254,ORD0036125,C01649,P0071,2024-07-17,21,19,Product defective,Online Portal,4002.92,Resaleable — return to stock
RET003255,ORD0036126,C00842,P0072,2024-07-26,30,13,Wrong size / fit,Online Portal,3193.06,Resaleable — return to stock
RET003256,ORD0036128,C01134,P0074,2024-07-26,30,26,Not as described,In-Store,4639.96,Resaleable — return to stock
RET003257,ORD0036131,C01033,P0077,2024-07-26,30,10,Not as described,Online Portal,1514.1,Refurbish / re-grade
RET003258,ORD0036138,C01039,P0084,2024-07-26,30,16,Damaged in transit,Carrier Pickup,3248.96,Resaleable — return to stock
RET003259,ORD0036144,C01026,P0090,2024-07-17,21,21,Changed mind,In-Store,2250.15,Dispose / write-off
RET003260,ORD0036146,C00636,P0092,2024-07-17,21,26,Better price found,Online Portal,980.98,Resaleable — return to stock
RET003261,ORD0036156,C00502,P0102,2024-07-26,30,5,Changed mind,In-Store,107.15,Refurbish / re-grade
RET003262,ORD0036159,C00934,P0105,2024-07-03,7,71,Not as described,In-Store,3255.35,Resaleable — return to stock
RET003263,ORD0036167,C00819,P0113,2024-07-17,21,21,Damaged in transit,Online Portal,732.06,Refurbish / re-grade
RET003264,ORD0036168,C00901,P0114,2024-07-10,14,24,Product defective,In-Store,1363.68,Resaleable — return to stock
RET003265,ORD0036195,C00293,P0006,2024-07-11,14,2,Wrong size / fit,Online Portal,2270.18,Refurbish / re-grade
RET003266,ORD0036213,C00950,P0024,2024-07-11,14,2,Duplicate order,Online Portal,794.58,Refurbish / re-grade
RET003267,ORD0036223,C01774,P0034,2024-07-27,30,38,Changed mind,In-Store,12780.92,Resaleable — return to stock
RET003268,ORD0036227,C00844,P0038,2024-07-27,30,4,Product defective,Carrier Pickup,1208.8,Return to vendor
RET003269,ORD0036237,C00448,P0048,2024-07-18,21,28,Duplicate order,In-Store,4869.2,Resaleable — return to stock
RET003270,ORD0036243,C00238,P0054,2024-07-18,21,9,Product defective,Carrier Pickup,2921.67,Resaleable — return to stock
RET003271,ORD0036258,C01732,P0069,2024-07-27,30,13,Gift return,Online Portal,1691.43,Refurbish / re-grade
RET003272,ORD0036261,C00240,P0072,2024-07-04,7,17,Damaged in transit,In-Store,4175.54,Resaleable — return to stock
RET003273,ORD0036269,C00055,P0080,2024-07-27,30,20,Changed mind,Carrier Pickup,3931.8,Resaleable — return to stock
RET003274,ORD0036281,C01125,P0092,2024-08-26,60,84,Better price found,Online Portal,3169.32,Return to vendor
RET003275,ORD0036289,C00346,P0100,2024-07-11,14,18,Damaged in transit,Online Portal,303.84,Resaleable — return to stock
RET003276,ORD0036295,C00121,P0106,2024-07-11,14,75,Changed mind,Online Portal,6114.75,Resaleable — return to stock
RET003277,ORD0036316,C01836,P0128,2024-08-26,60,15,Not as described,In-Store,9651.75,Resaleable — return to stock
RET003278,ORD0036317,C00553,P0129,2024-07-04,7,17,Damaged in transit,Online Portal,6260.76,Resaleable — return to stock
RET003279,ORD0036327,C00350,P0004,2024-07-19,21,11,Wrong size / fit,Online Portal,7693.73,Dispose / write-off
RET003280,ORD0036355,C00801,P0032,2024-07-12,14,56,Wrong size / fit,Online Portal,3204.88,Resaleable — return to stock
RET003281,ORD0036358,C01453,P0035,2024-07-19,21,6,Not as described,In-Store,117.84,Refurbish / re-grade
RET003282,ORD0036359,C01522,P0036,2024-07-28,30,3,Not as described,Online Portal,1072.5,Refurbish / re-grade
RET003283,ORD0036361,C00985,P0038,2024-07-19,21,4,Gift return,Online Portal,1208.8,Refurbish / re-grade
RET003284,ORD0036393,C00775,P0070,2024-07-19,21,12,Not as described,Online Portal,1154.72,Refurbish / re-grade
RET003285,ORD0036397,C00860,P0074,2024-07-19,21,17,Not as described,Online Portal,2599.98,Refurbish / re-grade
RET003286,ORD0036404,C01673,P0081,2024-07-28,30,28,Not as described,In-Store,2024.37,Dispose / write-off
